music,streams,average,std_dev
Hot (Remix) [feat. Gunna and Travis Scott],"[29302, 29160, 23807, 17982]",25062.75,4649.532953695457
changes,"[27012, 27816, 21595, 18959, 17436, 19117, 16870, 17053, 16818]",20297.333333333332,4069.543517944543
Used To Love (with Dean Lewis),"[25673, 23981, 22169, 20670, 18256]",22149.8,2573.638933494751
Csokdigger,"[19347, 14390]",16868.5,2478.5
Immortal,[17208],17208.0,0.0
Torn,"[14865, 15170, 15944, 15160, 17654, 17256, 16631, 17392]",16259.0,1048.7069419051254
12 méter,[14270],14270.0,0.0
GIANTS,"[32117, 35705, 20372]",29398.0,6548.279315973014
Candy,"[23037, 24961, 21988, 20812, 17977, 17801]",21096.0,2587.3800133210684
Push My Luck,[20541],20541.0,0.0
Ludens,[20445],20445.0,0.0
Fast Life,"[19684, 21085, 16189]",18986.0,2058.819564702065
Minden Tévedésem,"[18522, 15898]",17210.0,1312.0
Yellow Hearts,"[16177, 19832, 20729, 18237, 17799, 19036, 18088]",18556.85714285714,1369.7744786821586
Még mindig... - Lotfi Begi Remix,"[14614, 15273, 14550]",14812.333333333334,326.7867126361712
Lover (Remix) [feat. Shawn Mendes],"[36084, 23185, 16694]",25321.0,8058.73840415897
Tongue Tied (with YUNGBLUD & blackbear),"[35649, 23240, 18189]",25692.666666666668,7335.965300414724
Mean It,"[26803, 22197, 18164, 15225, 17813, 16903]",19517.5,3878.5022775121156
Up All Night,"[22815, 23709, 20459, 15639, 17703]",20065.0,3038.5849338137646
Living Proof,"[20144, 15265]",17704.5,2439.5
Apám sírjánál...,"[18982, 17114]",18048.0,934.0
Flames (with ZAYN),[18849],18849.0,0.0
Csillag Vagy Fecske,"[17785, 15211]",16498.0,1287.0
Nélküled,[17700],17700.0,0.0
Anyu büszke,"[92240, 105311, 78353, 62902, 50839, 40138, 37002, 34550, 28509, 23217, 22334, 20240, 17161]",47138.153846153844,27903.235441972985
Own It (feat. Ed Sheeran & Burna Boy),"[40174, 22658, 19625, 15815, 17343, 16651, 17360]",21375.14285714286,7961.676195169877
Hétköznapi,"[18596, 16030]",17313.0,1283.0
Who Needs Love,[14321],14321.0,0.0
emotions,"[37109, 33162, 24396, 17775, 17874, 19970, 18109, 17175, 16835]",22489.444444444445,7153.476778790252
Jingle Bell Rock - Daryl's Version,"[23816, 27035, 29776, 81432, 25185, 56137, 25547, 49098, 46928, 41685, 54519, 72799]",44496.416666666664,18523.639637223627
Carol of the Bells,"[20445, 23111, 25820, 72006, 22202, 55614, 32155, 29802, 31159, 46725, 61714, 40815, 45770, 76020]",41668.42857142857,17941.402404630968
Blue Christmas,"[18367, 21208, 24144, 67779, 22524, 23584, 60935, 31714, 30059, 43486, 81267]",38642.454545454544,20713.868702190095
Shake Up Christmas,"[18312, 22577, 26283, 67592, 21188, 25407, 66306, 38876, 33594, 36965, 53206]",37300.545454545456,16863.111232205996
My Only Wish (This Year),"[17964, 23185, 25669, 63298, 23177, 50523, 49057, 44697, 44021, 53168, 59886, 41024, 53400, 88166]",45516.78571428572,18271.450506102105
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","[17664, 21469, 24916, 72720, 45202, 36389, 36158, 48572, 64298]",40820.88888888889,17804.770468391296
Winter Wonderland,"[17544, 20863, 23928, 69845, 33175, 21727, 52611, 40908, 36254, 35146, 38851, 61700]",37712.666666666664,15829.55084819388
I'll Be Home for Christmas,"[15938, 18972, 21834, 59843, 50318, 26358, 52026, 50763, 48585, 66738, 50474, 81735]",45298.666666666664,19581.37787683889
Téged,"[58453, 54679, 37301, 27602, 26021, 25055, 20886, 18127, 17133]",31695.222222222223,14459.504869176135
Legends,"[30545, 32012, 22310, 19189, 17521, 17913, 17579, 18542, 17346, 16472]",20942.9,5390.425780028883
Family,"[30366, 24815, 20923, 22636]",24685.0,3558.149308278111
Lean Wit Me,[21151],21151.0,0.0
One More Sleep,"[20045, 23213, 58226, 20696, 25150, 56064, 45896, 41336, 41931, 53624]",38618.1,14388.206472316138
Run Rudolph Run,"[19252, 22159, 62754, 24444, 76869, 20103, 46618, 47709, 50474, 79331, 42603, 43459, 57656, 96925]",49311.142857142855,22960.764611637398
I'll Be Home,"[18911, 22196, 52281, 23495, 62613, 40548, 39517, 44567, 53669, 41785, 41519, 52558, 83965]",44432.61538461538,16973.37254252836
Happy Xmas (War Is Over),"[18885, 22495, 63822, 52299]",39375.25,19166.768668388002
Ransom (with Juice WRLD) - Remix,[18731],18731.0,0.0
bad vibes forever (feat. PnB Rock & Trippie Redd),[18499],18499.0,0.0
Armed And Dangerous,[18208],18208.0,0.0
PAID MY DUES,[17685],17685.0,0.0
Szemed mindent elmond,"[48483, 28089, 21011, 22073, 22563, 19872, 20351, 19007, 18533, 16993]",23697.5,8741.889604084463
Futsal Shuffle 2020,"[35300, 24917, 23851, 27520, 28547, 24242, 17548]",25989.285714285714,5008.632026363107
Nem bízom,"[34756, 27739, 18425, 16440]",24340.0,7372.9824698014845
Még nem,"[21584, 32027, 23918, 21218, 18728]",23495.0,4572.414941800448
APP/OS,[21153],21153.0,0.0
Christmas Lights,"[20872, 46878, 22503, 55865, 47870, 44668, 44949, 61858, 80314]",47308.555555555555,17325.338310701092
Nincs ilyen,[20687],20687.0,0.0
Christmas Tree Farm,"[20207, 45797, 48314, 54205]",42130.75,13020.294704326012
Cherry,[19772],19772.0,0.0
White Christmas (with Shania Twain),"[19635, 45509, 60826, 27463, 31081, 56941, 52877, 45761, 63049]",44793.555555555555,14628.685937120721
I Saw Mommy Kissing Santa Claus,"[19569, 51796, 49240, 28923]",37382.0,13576.019390822923
Haladok,[19398],19398.0,0.0
"Baby, It's Cold Outside","[19325, 55190, 48858, 45530, 45666, 49705]",44045.666666666664,11513.201533698417
Szeánsz,[19241],19241.0,0.0
Morning show,[19027],19027.0,0.0
Nyugodt vagyok,[19019],19019.0,0.0
Fairytale of New York (feat. Kirsty MacColl),"[18999, 50271, 54635, 40091, 39823, 36260, 52205, 74536]",45852.5,15175.758415973813
Santa Baby (with Henri René & His Orchestra),"[18998, 57817, 47194, 49648, 86096]",51950.6,21513.363508294093
To Be So Lonely,[18988],18988.0,0.0
Jingle Bells - Remastered 1999,"[18957, 53969, 22201, 27728, 75116, 46183, 47709, 47546, 72360, 47132, 46488, 58340, 101514]",51172.53846153846,21716.361958441823
You Make It Feel Like Christmas (feat. Blake Shelton),"[18815, 42659, 21869, 52883, 60830, 54375, 34769, 42960, 66138, 79193, 49018, 86219]",50810.666666666664,19709.54560330828
She,[18562],18562.0,0.0
Mistletoe And Holly - Remastered 1999,"[49676, 50540, 29820, 30494]",40132.5,9983.020422196882
Joy To The World,"[49491, 59011, 28718, 42867, 56717]",47360.8,10913.767642752891
Rudolph The Red-Nosed Reindeer,"[49229, 23499, 22049, 66335, 43252, 40835, 31768, 51129, 73126, 65239, 60712, 78325, 129064]",56504.769230769234,27173.73254889827
"Merry Christmas, Happy Holidays",[46325],46325.0,0.0
It's Beginning To Look Like Christmas,[45922],45922.0,0.0
This Christmas,"[45672, 30505, 44314, 30840, 31306, 43204, 85821]",44523.142857142855,17996.215272174562
Christmas Time,[43698],43698.0,0.0
Do You Hear What I Hear,[42273],42273.0,0.0
Have Yourself a Merry Little Christmas,"[41518, 29745, 35953, 36089, 32770, 47228, 56036]",39905.57142857143,8457.889315513026
Thank God It's Christmas - Non-Album Single,"[40527, 51172, 47310, 49489, 45674, 66168, 48052, 83887]",54034.875,13231.632443102968
Cozy Little Christmas,"[40329, 23983, 29099, 81103, 25216, 35316, 37197, 48275, 54840]",41706.444444444445,16917.43975974767
Jingle Bells (feat. The Puppini Sisters),"[40303, 22117, 60790, 29502, 32785, 60000, 55516, 35333, 51817, 70643, 50336, 50370, 68375, 109827]",52693.857142857145,21204.763837594684
Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,"[39442, 33467, 35003, 53982, 57040]",43786.8,9819.573461204922
What Christmas Means To Me,"[39063, 44750, 32823, 32833, 34657, 44931, 72813]",43124.28571428572,13024.937276671411
Step Into Christmas - Remastered 1995,"[37314, 44243, 26210, 42174, 96060, 48375, 48444, 65707, 47647, 91623]",54779.7,21689.02636841958
All I Want (For Christmas),"[36904, 40106, 42245, 58288]",44385.75,8248.457564144948
Winter Wonderland - Remastered,"[36648, 33461, 35199]",35102.666666666664,1302.8692268306218
Make It To Christmas,"[35180, 23047, 58670, 29762, 27896, 41375, 53524, 56045]",40687.375,12985.474191741132
Here Comes Santa Claus (Right Down Santa Claus Lane),"[34863, 29664, 39349]",34625.333333333336,3957.4545971986704
Frosty The Snowman,"[33898, 57658, 33449, 32575, 39595, 68307]",44247.0,13785.945826577636
Hallelujah,"[33428, 33789, 47272, 58775, 49280, 50093, 64495, 108273]",55675.625,22278.193272444132
Cold December Night,"[33141, 30618, 30158, 37016]",32733.25,2720.955840784631
Mele Kalikimaka (Merry Christmas),[31225],31225.0,0.0
O Holy Night,[30280],30280.0,0.0
Silver Bells,"[29943, 29630]",29786.5,156.5
"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",[29926],29926.0,0.0
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",[29619],29619.0,0.0
KIADATLAN,"[27540, 22462, 22222, 22955, 21304, 18250, 16806]",21648.428571428572,3218.8216059005576
Silent Night,"[27517, 24487, 27322, 40576]",29975.5,6236.575923533682
Wrapped in Red,[26716],26716.0,0.0
Bring Me Love,"[26399, 29088]",27743.5,1344.5
Glittery - From The Kacey Musgraves Christmas Show,[26263],26263.0,0.0
Man With The Bag,"[26239, 46368]",36303.5,10064.5
"Oh Holy Night - Recorded at Metropolis Studios, London",[26013],26013.0,0.0
The First Noel - Remastered 1999,[25358],25358.0,0.0
Grown-Up Christmas List,[24865],24865.0,0.0
The Christmas Song (Chestnuts Roasting On An Open Fire),"[24465, 39839]",32152.0,7687.0
Christmas Time Is Here,[24336],24336.0,0.0
Sírva Mulatunk,"[24126, 19685, 20827, 22234, 20126, 18795, 17353, 17076]",20027.75,2230.9166137487077
O Tannenbaum,[23752],23752.0,0.0
"Mary, Did You Know?",[23502],23502.0,0.0
Ha elmulik karácsony,[23439],23439.0,0.0
8 Days of Christmas,"[23439, 33108]",28273.5,4834.5
Christmas Love,[22289],22289.0,0.0
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"[47530, 34055, 30850, 24209, 22786, 20608, 18748]",28398.0,9311.254649232676
GANG GANG,"[36452, 20121]",28286.5,8165.5
WHAT TO DO? (feat. Don Toliver),"[31725, 17258]",24491.5,7233.5
Had Enough (feat. Quavo & Offset),[26390],26390.0,0.0
Suicidal,"[20778, 23548, 27737, 30957, 38635, 42113, 41034, 37298, 32667, 23100, 19845, 18518, 16725]",28688.846153846152,8649.449985591826
GATTI,[19471],19471.0,0.0
Tusa,"[16375, 19467, 20333, 22098, 22863, 23152, 22742, 21198, 20561, 20181, 18577, 17367]",20409.5,2087.9747963038253
Hold On (feat. Michel Zitron),[16213],16213.0,0.0
VIBEZ,"[20360, 20945, 19949, 19067, 17902, 17834]",19342.833333333332,1183.0516213965007
RAP DNS,"[19480, 22742]",21111.0,1631.0
Ballin' (with Roddy Ricch),"[17191, 20202, 18370, 19288]",18762.75,1114.896716068354
Never Seen the Rain,"[16932, 17251, 18073, 18254, 19536, 20520, 20294, 20506, 19521, 18516, 17710, 16050, 16623]",18445.076923076922,1462.6332660670332
parents,"[16340, 17989, 19577, 19416, 18265]",18317.4,1167.408857256103
SUGAR,"[15953, 25830, 27774, 28793, 29403, 29740, 24058, 21780]",25416.375,4420.716314623118
Rare,"[87391, 61828, 50450, 44630, 41925, 33000, 27847, 20562, 17207]",42760.0,20769.120218889067
Good News,"[46175, 49021, 37037, 27815, 21159]",36241.4,10593.493958085784
Ring,[33225],33225.0,0.0
Dance Again,[30686],30686.0,0.0
Vulnerable,[30216],30216.0,0.0
People You Know,[25422],25422.0,0.0
Toss a Coin to Your Witcher (feat. Black Gryph0n) - Cover,"[25183, 22886, 18435]",22168.0,2801.2519820013813
Eleven,"[24976, 25100, 22656, 21832]",23641.0,1427.7265144277458
Crowded Room (feat. 6LACK),[23917],23917.0,0.0
Let Me Get Me,[22565],22565.0,0.0
FML,"[21821, 23105, 22230, 21934]",22272.5,503.3132722271488
Warriors,[19362],19362.0,0.0
Kinda Crazy,[19321],19321.0,0.0
A Sweeter Place (feat. Kid Cudi),[18803],18803.0,0.0
Darkness,"[67539, 40042, 24423, 20770]",38193.5,18424.035558204938
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)","[66854, 39846, 26251, 21176, 17880]",34401.4,17872.390993932513
Those Kinda Nights (feat. Ed Sheeran),"[64900, 43014, 28468, 22527, 18926]",35567.0,16812.156197228243
Unaccommodating (feat. Young M.A),"[51484, 26118, 17044]",31548.666666666668,14575.035856635901
Leaving Heaven (feat. Skylar Grey),"[51221, 27634, 16921]",31925.333333333332,14327.925095964021
In Too Deep,"[44020, 21463]",32741.5,11278.5
Black Swan,"[37927, 23550, 20310, 18515]",25075.5,7636.071519439823
Stepdad,"[37685, 19571]",28628.0,9057.0
Lock It Up (feat. Anderson .Paak),"[37636, 21865]",29750.5,7885.5
Marsh,"[37447, 19481]",28464.0,8983.0
No Regrets (feat. Don Toliver),"[35958, 19042]",27500.0,8458.0
Never Love Again,"[35224, 18751]",26987.5,8236.5
Premonition - Intro,[34444],34444.0,0.0
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)","[34400, 18193]",26296.5,8103.5
Farewell,[29903],29903.0,0.0
Little Engine,[29065],29065.0,0.0
Alfred - Interlude,[28900],28900.0,0.0
me & ur ghost,"[28708, 27899, 25653, 25425, 24457, 21631, 19652]",24775.0,2991.7084942028887
"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",[28655],28655.0,0.0
Still Learning,[25913],25913.0,0.0
Break My Stride,"[23578, 30137, 25987, 23723, 21106, 19691, 17485]",23101.0,3883.964947612905
Blue World,[18841],18841.0,0.0
Menedék,"[91067, 57471, 43530, 36927, 28637, 25249, 22756, 20307, 17324]",38140.88888888889,22235.98795468705
What If I Told You That I Love You,"[36100, 32081, 30913, 27720, 24781, 21380, 18635, 17881, 17797, 16702, 15031]",23547.363636363636,6855.43960890948
Forever Yours - Avicii Tribute,"[30559, 27058, 25675, 20794]",26021.5,3503.9284025219463
Toss A Coin To Your Witcher,"[26194, 20195, 17239]",21209.333333333332,3725.5568114787297
stupid,"[18118, 17557, 17798]",17824.333333333332,229.7829894100567
Get Me,[29755],29755.0,0.0
Only The Young - Featured in Miss Americana,"[27068, 22718]",24893.0,2175.0
"Tudod, Hmmm","[24958, 21261]",23109.5,1848.5
Good In Goodbye,[23360],23360.0,0.0
Sprint,"[20879, 16928, 24246, 16578]",19657.75,3141.651028917757
Intentions,[76244],76244.0,0.0
Nem tudhatom,"[51483, 37592, 27901, 26773, 25609, 21944, 15955]",29608.14285714286,10785.865491844559
No Shame,"[43077, 27037, 17755, 18902]",26692.75,10113.620973098607
High Fashion (feat. Mustard),"[25662, 24403, 23435, 24505, 21508, 21728, 19664, 19089, 20068, 17748]",21781.0,2511.937220553093
Birthday,"[24424, 20283]",22353.5,2070.5
Reste,"[19014, 22876, 23111, 23468, 24029, 20520, 18377, 17522]",21114.625,2405.4017303508786
React,[18931],18931.0,0.0
No Judgement,"[17960, 20913, 20033, 19200, 18119, 19766]",19331.833333333332,1044.8680007009923
Yikes,[16558],16558.0,0.0
Forever (feat. Post Malone & Clever),"[59538, 44885, 35067, 27450, 24312, 23166, 22246, 21163]",32228.375,12766.080065328393
Give No Fxk,"[39725, 17013]",28369.0,11356.0
To Die For,"[36012, 31635, 24649, 19726, 17068]",25818.0,7110.508420640538
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",[22017],22017.0,0.0
After Hours,"[21859, 82775, 53513, 42739, 35642, 52680, 38576, 33945, 28879, 17164, 15234]",38455.09090909091,18585.491088258485
Second Emotion (feat. Travis Scott),[18521],18521.0,0.0
Good as Hell (feat. Ariana Grande),"[17715, 17087, 17285, 17532, 17407, 17557, 16431]",17287.714285714286,396.99683852131415
Psycho!,"[17105, 22924, 19237, 17171, 16784]",18644.2,2309.4544290806
Feel Me,"[56344, 40943, 35481, 26745, 20679]",36038.4,12320.402908996117
Old Me,"[41258, 27382, 22621, 21722, 18884, 30035, 20496]",26056.85714285714,7187.543598448071
ON,"[36538, 23053]",29795.5,6742.5
ON (Feat. Sia),"[32704, 19217]",25960.5,6743.5
Filter,[22243],22243.0,0.0
Modern Loneliness,"[22230, 18575, 17321]",19375.333333333332,2082.461737677043
UGH!,[21738],21738.0,0.0
Gyár,[21087],21087.0,0.0
Louder than bombs,[21026],21026.0,0.0
Reggel,"[19002, 17969, 24513, 15864, 17040]",18877.6,3001.910098587231
Kösznem,"[34355, 36944, 22498, 17828, 25770]",27479.0,7179.671914509743
The Other Side (from Trolls World Tour),"[30341, 21040, 16912]",22764.333333333332,5616.315775389494
Kellemetlen,"[29483, 20565]",25024.0,4459.0
Drown (feat. Clinton Kane),"[28401, 17532]",22966.5,5434.5
That Way,[26746],26746.0,0.0
I Got Bitches,"[21134, 17293, 21679]",20035.333333333332,1951.8453376797615
Cruel Intentions,[16808],16808.0,0.0
Hajnali részegség,[16793],16793.0,0.0
That Way - Bonus Track,"[46640, 36896, 25842, 19620, 16418]",29083.2,11222.708165144453
I Love Me,"[38987, 25665, 19174, 18609, 17734]",24033.8,7987.397508575618
P2,"[34361, 30704, 22430, 21869, 19336, 17839, 18705, 18821, 17155, 17991, 16926, 16214]",21029.25,5489.31532046575
Baby Pluto,"[33674, 18431]",26052.5,7621.5
La Difícil,"[24191, 17587]",20889.0,3302.0
Lo Mein,[23527],23527.0,0.0
Testvérem,"[20980, 43544, 27993, 21831, 20096, 15542]",24997.666666666668,9060.3890031769
Futsal Shuffle 2020 - Bonus Track,[18905],18905.0,0.0
Young & Alive,[18371],18371.0,0.0
Silly Watch,[18208],18208.0,0.0
XO Tour Llif3,"[17428, 17350, 15292, 14624, 19408, 19541, 18822]",17495.0,1801.9028830655664
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),[17042],17042.0,0.0
Rossz Vér,[16739],16739.0,0.0
Bonnie & Clyde,"[46339, 30841, 25098, 23595, 18398, 18030, 15941, 15817]",24257.375,9654.02875665776
Myron,[22678],22678.0,0.0
Suicidal (feat. Juice WRLD) - Remix,"[22019, 21091, 20530, 19137, 17344, 16920, 16240, 15019, 15374]",18186.0,2439.615634571242
Didn't I,"[21791, 17586]",19688.5,2102.5
Bad Child,[21092],21092.0,0.0
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"[20439, 18387, 16446]",18424.0,1630.3453621855708
Mask Off,[19011],19011.0,0.0
Black And White,[18523],18523.0,0.0
Breathe,"[18458, 66658, 63406, 66277, 58450, 49074, 48729, 43531]",51822.875,15025.764060751619
JÉGHIDEG,"[41340, 38693, 21496, 14955]",29121.0,11177.469816555087
PETŐFI,"[38931, 39396, 24447, 17324, 15906, 32026, 28991, 27406, 27946]",28041.444444444445,7744.189565389742
FELEJTŐ,"[34853, 32664, 18573]",28696.666666666668,7214.078843175722
KUTYA,"[34339, 32123, 18736, 31497, 32224, 24852, 28038, 27692, 25338, 24720, 31033]",28235.636363636364,4364.256747566266
SAPIENS,"[33643, 34454, 19545]",29214.0,6845.027440899464
Alone Again,[31281],31281.0,0.0
Too Late,[31197],31197.0,0.0
DINAMIT,"[31020, 29123, 17548]",25897.0,5954.214361833698
Scared To Live,[30746],30746.0,0.0
Hardest To Love,[30123],30123.0,0.0
CSEKK,"[29522, 24858]",27190.0,2332.0
Faith,[27935],27935.0,0.0
COPFOCSKA,"[26604, 24175]",25389.5,1214.5
Escape From LA,[22812],22812.0,0.0
Snowchild,[22027],22027.0,0.0
Rojo,"[17616, 16927]",17271.5,344.5
Repeat After Me (Interlude),[17035],17035.0,0.0
Turks (feat. Travis Scott),"[39430, 35118, 25481, 21302, 16804]",27627.0,8451.912919570339
BELIEVE IT,"[36442, 37021, 27752, 18656]",29967.75,7492.153975159614
Hallucinate,"[34639, 17799, 15195, 16726, 16656]",20203.0,7265.371483964189
Wildflower,[31045],31045.0,0.0
Future Nostalgia,[26794],26794.0,0.0
Pretty Please,[25900],25900.0,0.0
Good In Bed,[24005],24005.0,0.0
Boys Will Be Boys,[20918],20918.0,0.0
Red Desert,[20306],20306.0,0.0
Lover Of Mine,[19029],19029.0,0.0
Lonely Heart,[18617],18617.0,0.0
Thin White Lies,[17163],17163.0,0.0
Not In The Same Way,[16983],16983.0,0.0
The Take (feat. Chris Brown),"[16273, 15314, 15611]",15732.666666666666,400.851039109986
I'll Wait,"[31484, 23040, 18450]",24324.666666666668,5398.090114928509
FIND MY WAY,"[31185, 21510, 19903]",24199.333333333332,4982.988817522627
Minden,"[26030, 15941, 17583]",19851.333333333332,4420.104247136662
Nyugi,[24099],24099.0,0.0
Gyere be,[22810],22810.0,0.0
Hajnal,"[22281, 43511, 74143, 46088, 34304, 33188]",42252.5,16214.723234866926
They Call Me Tiago (Her Name Is Margo),"[18715, 19525, 18595, 15887]",18180.5,1371.616108829289
Astronomia,"[17535, 20188, 26523, 29612, 26792, 24945, 18936, 19499, 17486, 16610]",21812.6,4449.450936913453
Selfish,"[16481, 16710, 18472, 18487, 16584, 16684, 16239, 15546]",16900.375,975.8433452019848
Level of Concern,"[54150, 38725, 30465, 24081, 22259, 19826, 19898, 19027]",28553.875,11531.25741666428
Midnight (feat. Liam Payne),[17547],17547.0,0.0
Pump It Up,"[15336, 15874, 15783, 15185, 15759]",15587.4,273.85149260137325
I’m Ready (with Demi Lovato),"[43855, 34814, 25094, 24218, 17761, 17243, 15684]",25524.14285714286,9635.388099953976
@ MEH,"[37412, 16445]",26928.5,10483.5
Freedom,"[33801, 19166, 15608, 15414, 16125]",20022.8,7021.356603961944
Gimme Love,"[24643, 17213, 19063]",20306.333333333332,3158.1253229654385
Sick and Tired (feat. Machine Gun Kelly & Travis Barker),[18531],18531.0,0.0
PICK UP (feat. Quavo),[15151],15151.0,0.0
BUTTERFLY EFFECT,"[31258, 20924, 18511, 16712, 16178, 15504]",19847.833333333332,5405.355011981688
STARGAZING,"[30054, 19426, 16641, 15465]",20396.5,5758.3124481049135
AZ UTOLSÓ REAL,"[17980, 14493]",16236.5,1743.5
Ölelni szavakkal,[15803],15803.0,0.0
This City,"[15250, 14993]",15121.5,128.5
Savage Remix (feat. Beyoncé),"[40555, 32400, 28858, 28636, 28240, 27059, 27609, 27758, 28776, 25524, 21325, 19285, 16474]",27115.30769230769,5745.879076944094
Pain 1993 (with Playboi Carti),"[40124, 22332]",31228.0,8896.0
Moana,"[26446, 25543, 21788, 19252, 16435, 16207]",20945.166666666668,4036.6703860428775
Chicago Freestyle (feat. Giveon),"[17374, 15474, 17292, 16203]",16585.75,790.9824192104398
Say So (feat. Nicki Minaj),"[22535, 33152, 30337, 25117, 19795, 17975, 16231]",23591.714285714286,5861.298215882742
Saved My Life,[16018],16018.0,0.0
Turks (with Gunna & ft. Travis Scott),[15894],15894.0,0.0
Daisies,"[27458, 23932, 17112, 15619, 16474, 15718]",19385.5,4602.872861956252
X (with KAROL G),"[25565, 20613]",23089.0,2476.0
Solitaires (feat. Travis Scott),[23214],23214.0,0.0
Higher Ground (feat. John Martin),[17602],17602.0,0.0
Deep End Freestyle,"[17030, 22654, 23532, 25114, 25218, 21839, 19591, 18489]",21683.375,2847.8604222073454
Daechwita,[24978],24978.0,0.0
The Truth,[22646],22646.0,0.0
In Your Eyes (with Doja Cat) - Remix,[18694],18694.0,0.0
Together,[17330],17330.0,0.0
Sour Candy (with BLACKPINK),"[70899, 43661, 33384, 23165, 23396, 17559]",35344.0,18002.59742370528
Tell Me U Luv Me (with Trippie Redd),"[35006, 21621, 17365, 23218]",24302.5,6539.503058337078
Alice,[25490],25490.0,0.0
911,[24858],24858.0,0.0
Lonely,"[24310, 16203, 16855]",19122.666666666668,3677.643841132828
Free Woman,[21830],21830.0,0.0
Broken Glass,[20549],20549.0,0.0
Replay,[19780],19780.0,0.0
Sine From Above (with Elton John),[18651],18651.0,0.0
Enigma,[18171],18171.0,0.0
Fun Tonight,[17603],17603.0,0.0
Babylon,[16636],16636.0,0.0
Plastic Doll,[16362],16362.0,0.0
Riot,[16757],16757.0,0.0
TROLLZ,"[84392, 66638, 52679, 45010, 37293, 30392, 27834, 26997, 26569, 24175, 20884, 18894, 23125, 19320]",36014.42857142857,18925.73666320278
Tommy Lee (feat. Post Malone),"[27800, 24938]",26369.0,1431.0
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,[20599],20599.0,0.0
GO (feat. Juice WRLD),"[20105, 21775, 20957, 20514, 20981, 21444, 22824, 20698, 18302, 18766, 17569, 19511, 19862, 18705]",20143.785714285714,1409.479193510417
"OKÉ, BOOMER","[19712, 23198, 18340]",20416.666666666668,2044.9054311195475
Shotta Flow 5,[16290],16290.0,0.0
Exclusive 3,"[21012, 16751]",18881.5,2130.5
I See Red,"[20694, 21909, 17884, 16517, 16470]",18694.8,2221.613233666022
Guba,"[18362, 16987]",17674.5,687.5
600PS,[16589],16589.0,0.0
Parasite Eve,"[35960, 21558, 22089]",26535.666666666668,6667.534993450645
Puma,"[29546, 19730, 17563, 27973, 25313, 23066, 23689]",23840.0,3941.0759952074004
Past Life (with Selena Gomez),"[26096, 27583, 24166, 24642, 19970, 17170]",23271.166666666668,3591.040629894844
Pápa,"[22660, 17047]",19853.5,2806.5
Pizsi,"[22202, 16653]",19427.5,2774.5
Banana (feat. Shaggy) (DJ FLe Minisiren Remix),"[19130, 20238, 19016, 18355, 16656]",18679.0,1178.554708106501
Kapufa,[18781],18781.0,0.0
Szerenád,[17760],17760.0,0.0
YAYA,"[34926, 30512, 23671, 19827, 18333, 16960]",24038.166666666668,6595.118634683955
Wash Us In The Blood,"[28218, 17271]",22744.5,5473.5
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","[24123, 21848, 18816, 16648]",20358.75,2852.068843401225
Life's A Mess (feat. Halsey),"[16988, 56172, 35394, 21722, 17510]",29557.2,14879.018709578935
Miért játszol?,[16878],16878.0,0.0
Are You Bored Yet? (feat. Clairo),[16560],16560.0,0.0
feel something,"[15991, 18904, 21518, 27115, 28478, 26582, 25164, 19698, 18668, 18198, 17629]",21631.363636363636,4194.43790302277
Party Girl (Remix),"[68212, 53990]",61101.0,7111.0
Conversations,"[43057, 27363, 22492, 20206, 17411, 17296]",24637.5,8916.90919452101
Hate The Other Side (with Marshmello & The Kid Laroi),"[37993, 28506, 22447, 19341, 18144]",25286.2,7297.223565165042
Titanic,[25314],25314.0,0.0
Blood On My Jeans,[24136],24136.0,0.0
Bad Energy,[23212],23212.0,0.0
Fighting Demons,[22318],22318.0,0.0
Rapper leszek én,"[22277, 16743]",19510.0,2767.0
Stay High,[20885],20885.0,0.0
Up Up And Away,[19344],19344.0,0.0
Can't Die,[19304],19304.0,0.0
Screw Juice,[19242],19242.0,0.0
I Want It,[18635],18635.0,0.0
Man Of The Year,[18479],18479.0,0.0
GREECE (feat. Drake),"[31455, 27521, 24955, 25541, 26864, 26925, 25958, 27706, 26524, 24489, 19959, 18741, 17747]",24952.69230769231,3756.889740291836
Go Crazy,"[19546, 20133, 21743, 22365, 21217, 22011, 22592, 22656, 25735, 23610, 21448, 18367, 17348]",21443.923076923078,2126.1744432933083
cardigan,"[49793, 34873, 25605, 17779]",32012.5,11916.136318035306
exile (feat. Bon Iver),"[37107, 29792, 23126]",30008.333333333332,5709.768841399993
